"","COM_SECT","Posttown","Quotes","HH","QuotesPCT","expPCT","antiSoc_hh","bikeTheft_hh","burglary_hh","damageAndArson_hh","drugs_hh","other_hh","theft_hh","publicOrder_hh","robbery_hh","shoplifting_hh","theftPerson_hh","vehicleCrime_hh","violence_hh","weapons_hh","totalCrimes_hh","fire_hh","falseAlarm_hh","specialService_hh","totalFires_hh"
"403","SE14 6","SE"," 164 ",149,"0.0061%","0.0100%",2.51006711409396,0.201342281879195,0.778523489932886,0.838926174496644,0.651006711409396,0.134228187919463,1.89261744966443,0.120805369127517,0.771812080536913,0.651006711409396,0.302013422818792,0.697986577181208,0.731543624161074,4.21476510067114,14.496644295302,0.302013422818792,0.738255033557047,0.51006711409396,1.5503355704698
"404","SE28 0","SE"," 246 ",149,"0.0091%","0.0100%",2.1744966442953,0.0805369127516778,0.899328859060403,0.959731543624161,0.194630872483221,0.966442953020134,0.812080536912752,0.0134228187919463,0.644295302013423,0.208053691275168,0.0268456375838926,0.0738255033557047,0.986577181208054,4.08724832214765,12.1275167785235,0.328859060402685,0.355704697986577,0.530201342281879,1.21476510067114
"405","E7 0","E"," 9 ",150,"0.0003%","0.0101%",2.75333333333333,0.126666666666667,0.846666666666667,0.8,0.486666666666667,0.113333333333333,0.9,0.0866666666666667,0.553333333333333,0.473333333333333,0.553333333333333,0.206666666666667,2.06666666666667,3.42666666666667,13.3933333333333,0.3,0.393333333333333,0.4,1.09333333333333
"406","NW4 3","NW"," 18 ",151,"0.0007%","0.0101%",2.49668874172185,0.119205298013245,0.821192052980132,0.582781456953642,0.23841059602649,0.112582781456954,2.58940397350993,0.0794701986754967,0.788079470198676,0.251655629139073,3.81456953642384,1.04635761589404,1.6158940397351,2.50993377483444,17.0662251655629,0.172185430463576,0.350993377483444,0.211920529801325,0.735099337748344
"407","N10 2","N"," 27 ",150,"0.0010%","0.0101%",1.47333333333333,0.0466666666666667,0.726666666666667,0.54,0.0866666666666667,0.04,0.313333333333333,0.0266666666666667,0.286666666666667,0.16,0.0533333333333333,0.166666666666667,1.25333333333333,1.44666666666667,6.62,0.0933333333333333,0.26,0.173333333333333,0.526666666666667
"408","N15 5","N"," 36 ",150,"0.0013%","0.0101%",4.7,0.22,0.986666666666667,0.946666666666667,0.933333333333333,0.166666666666667,1.28666666666667,0.226666666666667,1.09333333333333,1.42666666666667,0.693333333333333,1.38666666666667,1.86666666666667,4.57333333333333,20.5066666666667,0.406666666666667,0.42,0.466666666666667,1.29333333333333
"409","NW7 3","NW"," 73 ",151,"0.0027%","0.0101%",1.43046357615894,0.0596026490066225,0.834437086092715,0.417218543046358,0.125827814569536,0.0927152317880795,2.39735099337748,0.0397350993377483,0.384105960264901,0.105960264900662,0.205298013245033,0.0927152317880795,1.07284768211921,1.28476821192053,8.54304635761589,0.139072847682119,0.264900662251656,0.178807947019868,0.582781456953642
"410","NW6 4","NW"," 109 ",150,"0.0040%","0.0101%",2.85333333333333,0.1,0.926666666666667,0.76,0.28,0.0666666666666667,1.17333333333333,0.0333333333333333,0.586666666666667,0.48,1.82666666666667,1.16,0.98,2.42,13.6466666666667,0.133333333333333,0.513333333333333,0.54,1.18666666666667
"411","SW2 1","SW"," 200 ",150,"0.0074%","0.0101%",2.88,0.213333333333333,0.98,0.8,1.00666666666667,0.1,1.35333333333333,0.173333333333333,0.66,0.506666666666667,0.513333333333333,0.686666666666667,0.826666666666667,2.15333333333333,12.8533333333333,0.0866666666666667,0.553333333333333,0.526666666666667,1.16666666666667
"412","E8 4","E"," 264 ",151,"0.0098%","0.0101%",4.11920529801325,1.59602649006623,1.72847682119205,0.947019867549669,0.609271523178808,0.145695364238411,1.9205298013245,0.218543046357616,0.900662251655629,0.966887417218543,0.344370860927152,2.33112582781457,1.50331125827815,4.11920529801325,21.4503311258278,0.218543046357616,0.556291390728477,0.609271523178808,1.3841059602649
"413","E15 3","E"," 419 ",151,"0.0155%","0.0101%",2.70198675496689,0.0927152317880795,0.867549668874172,0.927152317880795,0.708609271523179,0.19205298013245,0.821192052980132,0.0993377483443709,0.417218543046358,0.728476821192053,0.033112582781457,0.178807947019868,1.33774834437086,3.66225165562914,12.7682119205298,0.264900662251656,0.456953642384106,0.688741721854305,1.41059602649007
"414","W8 6","W"," 46 ",152,"0.0017%","0.0102%",0.934210526315789,0.164473684210526,0.815789473684211,0.282894736842105,0.342105263157895,0.0986842105263158,0.894736842105263,0,0.368421052631579,0.125,0.671052631578947,0.25,0.940789473684211,0.993421052631579,6.88157894736842,0.0394736842105263,0.684210526315789,0.171052631578947,0.894736842105263
"415","N12 0","N"," 64 ",152,"0.0024%","0.0102%",2.24342105263158,0.0723684210526316,1.01315789473684,0.723684210526316,0.263157894736842,0.111842105263158,3.36842105263158,0.0789473684210526,0.585526315789474,0.355263157894737,0.434210526315789,0.230263157894737,1.17763157894737,2.48684210526316,13.1447368421053,0.203947368421053,0.552631578947368,0.276315789473684,1.03289473684211
"416","SW9 6","SW"," 164 ",152,"0.0061%","0.0102%",2.98684210526316,0.407894736842105,0.657894736842105,0.651315789473684,0.671052631578947,0.0855263157894737,1.03289473684211,0.256578947368421,0.480263157894737,0.5,0.664473684210526,0.407894736842105,0.638157894736842,2.71052631578947,12.1513157894737,0.111842105263158,0.375,0.460526315789474,0.947368421052632
"417","E14 0","E"," 228 ",152,"0.0084%","0.0102%",2.86184210526316,0.105263157894737,0.901315789473684,0.993421052631579,0.539473684210526,0.177631578947368,0.986842105263158,0.138157894736842,0.736842105263158,0.467105263157895,0.125,0.263157894736842,1.56578947368421,3.29605263157895,13.1578947368421,0.355263157894737,0.572368421052632,0.888157894736842,1.81578947368421
"418","SW4 0","SW"," 273 ",152,"0.0101%","0.0102%",1.93421052631579,0.460526315789474,1.18421052631579,0.592105263157895,0.348684210526316,0.0723684210526316,1.73026315789474,0.0460526315789474,0.480263157894737,0.401315789473684,0.631578947368421,0.835526315789474,1.68421052631579,1.96052631578947,12.3618421052632,0.157894736842105,0.559210526315789,0.388157894736842,1.10526315789474
"419","W2 4","W"," 18 ",153,"0.0007%","0.0103%",3.45098039215686,0.529411764705882,1.69281045751634,0.627450980392157,0.34640522875817,0.124183006535948,2.65359477124183,0.065359477124183,0.745098039215686,0.42483660130719,0.620915032679739,1.04575163398693,1.50326797385621,2.71241830065359,16.5424836601307,0.26797385620915,0.941176470588235,0.34640522875817,1.55555555555556
"420","NW2 2","NW"," 27 ",154,"0.0010%","0.0103%",1.79220779220779,0.0649350649350649,0.974025974025974,0.454545454545455,0.0714285714285714,0.0454545454545455,0.474025974025974,0.0454545454545455,0.292207792207792,0.116883116883117,0.051948051948052,0.123376623376623,0.883116883116883,1.79220779220779,7.18181818181818,0.0779220779220779,0.266233766233766,0.246753246753247,0.590909090909091
"421","W14 0","W"," 46 ",154,"0.0017%","0.0103%",2.41558441558442,0.454545454545455,1.44155844155844,0.61038961038961,0.253246753246753,0.0909090909090909,0.857142857142857,0.0454545454545455,0.402597402597403,0.253246753246753,0.0584415584415584,0.136363636363636,1.75974025974026,1.87662337662338,10.6558441558442,0.123376623376623,0.896103896103896,0.454545454545455,1.47402597402597
"422","E6 2","E"," 73 ",153,"0.0027%","0.0103%",4.1437908496732,0.202614379084967,1.15032679738562,1.02614379084967,1.15032679738562,0.209150326797386,1.49673202614379,0.124183006535948,0.61437908496732,1.01960784313725,0.934640522875817,0.836601307189543,2.26143790849673,3.86928104575163,19.0392156862745,0.209150326797386,0.366013071895425,0.470588235294118,1.04575163398693
"423","N22 8","N"," 118 ",153,"0.0044%","0.0103%",4.28104575163399,0.0457516339869281,0.542483660130719,0.92156862745098,0.738562091503268,0.124183006535948,0.535947712418301,0.124183006535948,0.673202614379085,0.26797385620915,0.117647058823529,0.248366013071895,1.03267973856209,2.94117647058824,12.5947712418301,0.169934640522876,0.431372549019608,0.372549019607843,0.973856209150327
"424","E2 6","E"," 182 ",154,"0.0067%","0.0103%",5.05844155844156,0.337662337662338,0.792207792207792,0.571428571428571,0.675324675324675,0.116883116883117,0.571428571428571,0.051948051948052,0.707792207792208,0.422077922077922,0.175324675324675,0.551948051948052,0.766233766233766,2.14285714285714,12.9415584415584,0.220779220779221,0.519480519480519,0.402597402597403,1.14285714285714
"425","SE7 8","SE"," 228 ",154,"0.0084%","0.0103%",1.55844155844156,0.0844155844155844,0.837662337662338,0.792207792207792,0.305194805194805,0.175324675324675,0.655844155844156,0.0454545454545455,0.564935064935065,0.246753246753247,0.727272727272727,0.11038961038961,1.05844155844156,2.68181818181818,9.84415584415584,0.298701298701299,1.00649350649351,0.487012987012987,1.79220779220779
"426","W13 0","W"," 264 ",154,"0.0098%","0.0103%",2.90909090909091,0.305194805194805,0.753246753246753,0.720779220779221,0.344155844155844,0.116883116883117,1.03896103896104,0.0649350649350649,0.701298701298701,0.324675324675325,0.675324675324675,0.188311688311688,1.02597402597403,2.55844155844156,11.7272727272727,0.233766233766234,0.915584415584416,0.512987012987013,1.66233766233766
"427","N8 7","N"," 346 ",154,"0.0128%","0.0103%",3.46103896103896,0.188311688311688,0.792207792207792,0.792207792207792,0.266233766233766,0.0714285714285714,0.603896103896104,0.0714285714285714,0.422077922077922,0.285714285714286,0.0909090909090909,0.363636363636364,1.33116883116883,2.6038961038961,11.3441558441558,0.103896103896104,0.467532467532468,0.428571428571429,1
"428","SE22 0","SE"," 474 ",153,"0.0175%","0.0103%",1.62745098039216,0.0980392156862745,1.01960784313725,0.411764705882353,0.111111111111111,0.0588235294117647,0.483660130718954,0.0522875816993464,0.287581699346405,0.215686274509804,0.0130718954248366,0.0980392156862745,1.03267973856209,1.45098039215686,6.96078431372549,0.189542483660131,0.326797385620915,0.248366013071895,0.764705882352941
"429","NW2 1","NW"," 9 ",155,"0.0003%","0.0104%",2.29677419354839,0.0645161290322581,1.09032258064516,0.535483870967742,0.141935483870968,0.148387096774194,0.87741935483871,0.0258064516129032,0.425806451612903,0.225806451612903,0.870967741935484,0.206451612903226,1.85161290322581,2.14838709677419,10.9096774193548,0.206451612903226,0.458064516129032,0.290322580645161,0.954838709677419
"430","W11 2","W"," 46 ",155,"0.0017%","0.0104%",2.28387096774194,0.316129032258064,1.19354838709677,0.354838709677419,0.4,0.0774193548387097,1.86451612903226,0.0903225806451613,0.593548387096774,0.329032258064516,1.83225806451613,1.25806451612903,0.929032258064516,1.7741935483871,13.2967741935484,0.0967741935483871,0.896774193548387,0.4,1.39354838709677
"431","NW3 5","NW"," 55 ",155,"0.0020%","0.0104%",0.748387096774194,0.0516129032258065,0.638709677419355,0.135483870967742,0.0580645161290323,0.0129032258064516,0.670967741935484,0.0129032258064516,0.103225806451613,0.148387096774194,0.238709677419355,0.303225806451613,0.735483870967742,0.458064516129032,4.31612903225806,0.0774193548387097,0.561290322580645,0.187096774193548,0.825806451612903
"432","W11 1","W"," 210 ",155,"0.0078%","0.0104%",3.21290322580645,0.458064516129032,1.15483870967742,0.896774193548387,0.87741935483871,0.116129032258065,1.43225806451613,0.193548387096774,0.961290322580645,0.387096774193548,0.341935483870968,0.754838709677419,1.27096774193548,3.05806451612903,15.1161290322581,0.193548387096774,1.28387096774194,0.748387096774194,2.2258064516129
"433","SE10 0","SE"," 401 ",155,"0.0148%","0.0104%",3.8,0.496774193548387,1.31612903225806,1.50322580645161,0.496774193548387,0.12258064516129,2.83225806451613,0.116129032258065,1.01935483870968,0.335483870967742,1.18064516129032,1.27741935483871,2.1741935483871,4.81290322580645,21.4838709677419,0.290322580645161,0.787096774193548,0.6,1.67741935483871
"434","E7 8","E"," 64 ",157,"0.0024%","0.0105%",4.97452229299363,0.101910828025478,0.745222929936306,1.08917197452229,1.09554140127389,0.210191082802548,2.21656050955414,0.152866242038217,1.10191082802548,0.56687898089172,0.229299363057325,0.573248407643312,2.43312101910828,5.26751592356688,20.7579617834395,0.337579617834395,0.64968152866242,0.452229299363057,1.43949044585987
"435","NW4 1","NW"," 73 ",156,"0.0027%","0.0105%",1.30769230769231,0.0128205128205128,0.685897435897436,0.288461538461538,0.0705128205128205,0.0576923076923077,0.602564102564103,0.0192307692307692,0.25,0.0833333333333333,0.0641025641025641,0.0448717948717949,0.685897435897436,1.05769230769231,5.23076923076923,0.0897435897435897,0.429487179487179,0.346153846153846,0.865384615384615
"436","N8 9","N"," 91 ",157,"0.0034%","0.0105%",1.36942675159236,0.222929936305732,0.751592356687898,0.490445859872611,0.127388535031847,0.0445859872611465,0.585987261146497,0.0318471337579618,0.24203821656051,0.254777070063694,0.261146496815287,0.439490445859873,1.43949044585987,1.3312101910828,7.59235668789809,0.159235668789809,0.45859872611465,0.24203821656051,0.859872611464968
"437","SW9 7","SW"," 146 ",157,"0.0054%","0.0105%",3.17834394904459,0.261146496815287,0.547770700636943,1.13375796178344,1.21656050955414,0.146496815286624,1.45222929936306,0.21656050955414,0.942675159235669,0.643312101910828,0.484076433121019,0.719745222929936,0.337579617834395,4.12101910828025,15.4012738853503,0.222929936305732,0.375796178343949,0.840764331210191,1.43949044585987
"438","N17 7","N"," 164 ",157,"0.0061%","0.0105%",1.70063694267516,0.089171974522293,1.14012738853503,0.821656050955414,0.484076433121019,0.152866242038217,2.2484076433121,0.101910828025478,0.414012738853503,0.496815286624204,0.299363057324841,0.248407643312102,2.14649681528662,3.01910828025478,13.3630573248408,0.280254777070064,0.312101910828025,0.35031847133758,0.942675159235669
"439","SW6 1","SW"," 173 ",157,"0.0064%","0.0105%",4.44585987261147,0.789808917197452,0.834394904458599,0.751592356687898,0.394904458598726,0.127388535031847,1.85987261146497,0.0573248407643312,0.974522292993631,0.318471337579618,1.59235668789809,0.471337579617834,1.03184713375796,3.22929936305732,16.8789808917197,0.159235668789809,1.25477707006369,0.369426751592357,1.78343949044586
"440","N16 0","N"," 237 ",157,"0.0088%","0.0105%",2.14649681528662,0.477707006369427,0.770700636942675,0.43312101910828,0.273885350318471,0.0382165605095541,0.687898089171974,0.101910828025478,0.363057324840764,0.229299363057325,0.089171974522293,0.407643312101911,0.605095541401274,1.54140127388535,8.1656050955414,0.203821656050955,0.560509554140127,0.331210191082803,1.09554140127389
"441","SE16 3","SE"," 273 ",156,"0.0101%","0.0105%",3.05769230769231,0.230769230769231,0.833333333333333,1.02564102564103,0.512820512820513,0.166666666666667,0.705128205128205,0.134615384615385,0.711538461538462,0.41025641025641,0.307692307692308,0.301282051282051,1.03205128205128,3.00641025641026,12.4358974358974,0.307692307692308,0.865384615384615,0.641025641025641,1.81410256410256
"442","SE5 9","SE"," 310 ",157,"0.0115%","0.0105%",3.02547770700637,0.318471337579618,1.30573248407643,0.955414012738854,0.560509554140127,0.184713375796178,1.30573248407643,0.152866242038217,0.834394904458599,0.605095541401274,0.152866242038217,0.267515923566879,1.09554140127389,3.53503184713376,14.2993630573248,0.273885350318471,0.471337579617834,0.662420382165605,1.40764331210191
"443","SW11 1","SW"," 337 ",157,"0.0125%","0.0105%",2.61783439490446,0.471337579617834,0.961783439490446,0.522292993630573,0.152866242038217,0.0828025477707006,1.94267515923567,0.0700636942675159,0.738853503184713,0.24203821656051,1.63057324840764,0.636942675159236,1.22929936305732,2.08917197452229,13.3885350318471,0.159235668789809,0.490445859872611,0.210191082802548,0.859872611464968
"444","NW7 1","NW"," 73 ",158,"0.0027%","0.0106%",0.949367088607595,0.0253164556962025,0.632911392405063,0.259493670886076,0.177215189873418,0.0316455696202532,0.829113924050633,0.0126582278481013,0.158227848101266,0.069620253164557,0.39873417721519,0.0443037974683544,0.594936708860759,0.892405063291139,5.07594936708861,0.126582278481013,0.19620253164557,0.151898734177215,0.474683544303797
"445","W2 5","W"," 173 ",158,"0.0064%","0.0106%",3.0379746835443,0.329113924050633,1.27215189873418,0.759493670886076,0.40506329113924,0.0949367088607595,2.56329113924051,0.0949367088607595,0.822784810126582,0.651898734177215,0.113924050632911,0.462025316455696,1.39873417721519,2.4620253164557,14.4683544303797,0.215189873417722,1.19620253164557,0.689873417721519,2.10126582278481
"446","SE18 5","SE"," 237 ",158,"0.0088%","0.0106%",2.48101265822785,0.0443037974683544,0.594936708860759,0.917721518987342,1.23417721518987,0.151898734177215,1.04430379746835,0.158227848101266,0.537974683544304,0.367088607594937,0.0379746835443038,0.183544303797468,0.740506329113924,3.27215189873418,11.7658227848101,0.329113924050633,0.525316455696203,0.632911392405063,1.4873417721519
"447","SE27 9","SE"," 282 ",158,"0.0105%","0.0106%",2.75949367088608,0.189873417721519,0.879746835443038,0.860759493670886,0.474683544303797,0.10126582278481,1.12658227848101,0.20253164556962,0.727848101265823,0.417721518987342,1.05063291139241,0.208860759493671,1.25949367088608,3.36075949367089,13.620253164557,0.240506329113924,0.664556962025316,0.613924050632911,1.51898734177215
"448","SW11 4","SW"," 310 ",158,"0.0115%","0.0106%",1.42405063291139,0.341772151898734,0.664556962025316,0.563291139240506,0.158227848101266,0.0886075949367089,0.79746835443038,0.0316455696202532,0.40506329113924,0.291139240506329,0.132911392405063,0.30379746835443,1.96835443037975,1.32911392405063,8.5,0.132911392405063,0.506329113924051,0.367088607594937,1.00632911392405
"449","N8 8","N"," 27 ",160,"0.0010%","0.0107%",1.85625,0.25,1.1625,0.38125,0.18125,0.06875,2.73125,0.0375,0.45,0.56875,0.55,0.95625,1.35,1.775,12.31875,0.15625,0.48125,0.2,0.8375
"450","NW10 1","NW"," 36 ",159,"0.0013%","0.0107%",2.84276729559748,0.106918238993711,1.14465408805031,0.911949685534591,0.679245283018868,0.125786163522013,1.44654088050314,0.144654088050314,0.559748427672956,0.50314465408805,0.465408805031447,0.125786163522013,1.15723270440252,2.64150943396226,12.8553459119497,0.150943396226415,0.289308176100629,0.50314465408805,0.943396226415094
"451","SW3 3","SW"," 55 ",160,"0.0020%","0.0107%",1.46875,0.18125,0.325,0.24375,0.375,0.06875,0.78125,0.01875,0.25,0.2375,0.75625,0.2125,0.73125,0.975,6.625,0.04375,0.56875,0.2375,0.85
"452","E10 6","E"," 118 ",160,"0.0044%","0.0107%",4.6875,0.24375,1.40625,1.3375,0.83125,0.20625,2.24375,0.225,1.075,0.6125,0.26875,0.5,1.83125,5.025,20.49375,0.3875,0.7,0.3125,1.4
"453","E2 7","E"," 155 ",160,"0.0057%","0.0107%",5.10625,1.58125,1.675,0.9375,0.84375,0.15625,3.26875,0.11875,0.7375,1.21875,0.5375,3.8875,1.76875,3.48125,25.31875,0.2125,0.79375,0.46875,1.475
"454","N10 3","N"," 182 ",159,"0.0067%","0.0107%",2.58490566037736,0.119496855345912,0.792452830188679,0.591194968553459,0.333333333333333,0.0377358490566038,0.861635220125786,0.050314465408805,0.471698113207547,0.647798742138365,0.459119496855346,0.786163522012579,1.30188679245283,1.83647798742138,10.874213836478,0.106918238993711,0.490566037735849,0.408805031446541,1.0062893081761
"455","SW14 7","SW"," 191 ",159,"0.0071%","0.0107%",0.955974842767296,0.320754716981132,0.666666666666667,0.257861635220126,0.0880503144654088,0.0566037735849057,0.635220125786163,0.0188679245283019,0.333333333333333,0.10062893081761,0.182389937106918,0.10062893081761,1.05031446540881,1.0251572327044,5.79245283018868,0.0880503144654088,0.232704402515723,0.232704402515723,0.553459119496855
"456","E9 6","E"," 200 ",160,"0.0074%","0.0107%",4.2875,0.71875,1.49375,1.4,0.6875,0.15,1.9,0.11875,1.375,0.6125,0.50625,0.71875,1.6,7.3625,22.93125,0.25625,0.93125,1.21875,2.40625
"457","N19 4","N"," 255 ",160,"0.0094%","0.0107%",2.225,0.175,1.1125,0.55625,0.2,0.0875,0.61875,0.0375,0.525,1.04375,0.125,1.10625,1.15,2.475,11.4375,0.2125,0.40625,0.29375,0.9125
"458","SE3 0","SE"," 319 ",160,"0.0118%","0.0107%",1.1875,0.1125,0.8125,0.51875,0.14375,0.075,0.6,0.06875,0.34375,0.10625,0.08125,0.13125,1.01875,1.4125,6.6125,0.10625,0.30625,0.15,0.5625
"459","NW6 5","NW"," 328 ",160,"0.0121%","0.0107%",2.8,0.1625,0.86875,0.85625,0.4375,0.09375,0.85625,0.1375,0.83125,0.7375,0.0875,0.70625,1.325,3.25,13.15,0.3125,0.76875,0.975,2.05625
"460","SE18 6","SE"," 365 ",160,"0.0135%","0.0107%",5.94375,0.34375,0.95625,1.175,0.9125,0.1875,2.43125,0.2875,1.8875,0.725,4.2,0.83125,0.9125,6.5125,27.30625,0.3125,0.81875,0.65625,1.7875
"461","E3 3","E"," 419 ",159,"0.0155%","0.0107%",4.37106918238994,0.220125786163522,1.11949685534591,1,0.257861635220126,0.113207547169811,1.30188679245283,0.106918238993711,0.761006289308176,0.60377358490566,0.433962264150943,0.364779874213836,1.62893081761006,4.17610062893082,16.4591194968553,0.383647798742138,0.622641509433962,0.830188679245283,1.83647798742138
"462","SE10 9","SE"," 538 ",160,"0.0199%","0.0107%",3.43125,0.425,1.2,0.9375,0.2375,0.1125,2.2875,0.0625,0.8625,0.28125,1.3375,0.4375,1.1,3.31875,16.03125,0.18125,0.7375,0.525,1.44375
"463","NW3 6","NW"," 18 ",161,"0.0007%","0.0108%",1.78260869565217,0.130434782608696,0.900621118012422,0.304347826086957,0.0869565217391304,0.0807453416149068,1.01863354037267,0.0248447204968944,0.478260869565217,0.527950310559006,0.84472049689441,0.975155279503106,0.888198757763975,1.52173913043478,9.56521739130435,0.149068322981366,0.956521739130435,0.360248447204969,1.46583850931677
"464","NW10 3","NW"," 118 ",161,"0.0044%","0.0108%",2.2360248447205,0.15527950310559,0.950310559006211,0.596273291925466,0.298136645962733,0.062111801242236,0.577639751552795,0.0869565217391304,0.403726708074534,0.490683229813665,0.062111801242236,0.236024844720497,1.36024844720497,2.3167701863354,9.83229813664596,0.204968944099379,0.540372670807453,0.322981366459627,1.06832298136646
"465","NW5 1","NW"," 182 ",161,"0.0067%","0.0108%",1.54658385093168,0.335403726708075,0.77639751552795,0.527950310559006,0.130434782608696,0.0683229813664596,0.881987577639752,0.0434782608695652,0.304347826086957,0.540372670807453,0.0124223602484472,1.12422360248447,1.11180124223602,1.59006211180124,8.99378881987578,0.236024844720497,0.453416149068323,0.372670807453416,1.06211180124224
"466","SE11 4","SE"," 282 ",161,"0.0105%","0.0108%",2.50310559006211,0.459627329192547,0.708074534161491,0.565217391304348,0.565217391304348,0.130434782608696,1.02484472049689,0.130434782608696,0.335403726708075,0.304347826086957,0.111801242236025,0.416149068322981,0.720496894409938,2.07453416149068,10.0496894409938,0.111801242236025,0.614906832298137,0.416149068322981,1.14285714285714
"467","SW9 0","SW"," 346 ",161,"0.0128%","0.0108%",3.30434782608696,0.652173913043478,1.02484472049689,0.987577639751553,0.788819875776398,0.136645962732919,2.09316770186335,0.22360248447205,0.956521739130435,0.577639751552795,0.577639751552795,2.16149068322981,1.1055900621118,4.00621118012422,18.5962732919255,0.186335403726708,0.583850931677019,0.571428571428571,1.3416149068323
"468","N1 3","N"," 365 ",161,"0.0135%","0.0108%",1.75776397515528,0.335403726708075,0.602484472049689,0.583850931677019,0.291925465838509,0.0745341614906832,0.496894409937888,0.0683229813664596,0.447204968944099,0.298136645962733,0.0434782608695652,0.770186335403727,0.863354037267081,1.98136645962733,8.61490683229814,0.111801242236025,0.385093167701863,0.478260869565217,0.975155279503106
"469","SE6 2","SE"," 365 ",161,"0.0135%","0.0108%",2.95652173913043,0.105590062111801,1.04347826086957,1.00621118012422,0.857142857142857,0.161490683229814,1.13664596273292,0.142857142857143,0.770186335403727,0.322981366459627,0.881987577639752,0.15527950310559,1.16770186335404,3.66459627329193,14.3726708074534,0.291925465838509,0.683229813664596,0.490683229813665,1.46583850931677
"470","NW3 7","NW"," 9 ",163,"0.0003%","0.0109%",0.52760736196319,0.0306748466257669,0.588957055214724,0.122699386503067,0.0368098159509202,0.0184049079754601,0.202453987730061,0.00613496932515337,0.104294478527607,0.0736196319018405,0.00613496932515337,0.0429447852760736,0.539877300613497,0.539877300613497,2.84049079754601,0.116564417177914,0.846625766871166,0.288343558282209,1.25153374233129
"471","SW3 5","SW"," 91 ",163,"0.0034%","0.0109%",0.791411042944785,0.171779141104294,0.601226993865031,0.251533742331288,0.355828220858896,0.049079754601227,0.846625766871166,0.0122699386503067,0.171779141104294,0.116564417177914,0.177914110429448,0.190184049079755,0.96319018404908,1.14110429447853,5.84049079754601,0.128834355828221,0.809815950920245,0.337423312883436,1.2760736196319
"472","N9 7","N"," 146 ",163,"0.0054%","0.0109%",4.28220858895706,0.0552147239263804,0.723926380368098,0.766871165644172,0.466257668711656,0.116564417177914,0.94478527607362,0.159509202453988,0.398773006134969,0.312883435582822,0.104294478527607,0.184049079754601,1.30674846625767,2.5521472392638,12.3742331288344,0.134969325153374,0.288343558282209,0.343558282208589,0.766871165644172
"473","SW13 9","SW"," 146 ",163,"0.0054%","0.0109%",0.693251533742331,0.239263803680982,0.460122699386503,0.294478527607362,0.0613496932515337,0.0368098159509202,0.398773006134969,0.0184049079754601,0.196319018404908,0.116564417177914,0.171779141104294,0.049079754601227,1.04294478527607,0.858895705521472,4.63803680981595,0.104294478527607,0.325153374233129,0.128834355828221,0.558282208588957
"474","SE15 5","SE"," 155 ",163,"0.0057%","0.0109%",5.82822085889571,0.631901840490798,0.969325153374233,1.09815950920245,1.43558282208589,0.116564417177914,2.29447852760736,0.355828220858896,1.34969325153374,1.25153374233129,2.10429447852761,1.03067484662577,1.10429447852761,5.39263803680982,24.9631901840491,0.312883435582822,0.828220858895706,0.785276073619632,1.92638036809816
"475","SW4 9","SW"," 273 ",163,"0.0101%","0.0109%",1.68098159509202,0.429447852760736,0.895705521472393,0.552147239263804,0.355828220858896,0.104294478527607,0.914110429447853,0.116564417177914,0.325153374233129,0.43558282208589,0.417177914110429,0.263803680981595,1.61349693251534,1.54601226993865,9.65030674846626,0.226993865030675,0.54601226993865,0.386503067484663,1.15950920245399
"476","E15 4","E"," 301 ",163,"0.0111%","0.0109%",4.42331288343558,0.349693251533742,0.865030674846626,1.01226993865031,1.79141104294479,0.214723926380368,1.93251533742331,0.269938650306748,0.975460122699387,1.19631901840491,0.791411042944785,0.877300613496933,1.23312883435583,4.4601226993865,20.3926380368098,0.251533742331288,0.815950920245399,0.717791411042945,1.78527607361963
"477","SE10 8","SE"," 337 ",162,"0.0125%","0.0109%",1.91358024691358,0.179012345679012,1.03086419753086,0.617283950617284,0.234567901234568,0.0493827160493827,1.01234567901235,0.0555555555555556,0.327160493827161,0.197530864197531,0.135802469135802,0.290123456790123,0.969135802469136,2.59259259259259,9.60493827160494,0.154320987654321,0.709876543209877,0.493827160493827,1.35802469135802
"478","SE12 0","SE"," 346 ",163,"0.0128%","0.0109%",1.3558282208589,0.0184049079754601,0.631901840490798,0.441717791411043,0.202453987730061,0.0797546012269939,0.417177914110429,0.0368098159509202,0.361963190184049,0.171779141104294,0.134969325153374,0.0552147239263804,0.515337423312883,1.61349693251534,6.03680981595092,0.122699386503067,0.306748466257669,0.288343558282209,0.717791411042945
"479","SW2 5","SW"," 410 ",162,"0.0152%","0.0109%",2.14197530864198,0.209876543209877,1.14197530864198,0.716049382716049,0.512345679012346,0.228395061728395,0.987654320987654,0.123456790123457,0.41358024691358,0.401234567901235,0.0740740740740741,0.401234567901235,1.06172839506173,2.70987654320988,11.1234567901235,0.172839506172839,0.580246913580247,0.277777777777778,1.03086419753086
"480","W5 2","W"," 419 ",162,"0.0155%","0.0109%",4.38271604938272,0.444444444444444,1.11111111111111,0.54320987654321,0.265432098765432,0.0802469135802469,1.01234567901235,0.037037037037037,0.598765432098765,0.240740740740741,0.962962962962963,0.283950617283951,0.882716049382716,2.51234567901235,13.358024691358,0.154320987654321,0.648148148148148,0.345679012345679,1.14814814814815
