"","COM_SECT","Posttown","Quotes","HH","QuotesPCT","expPCT","antiSoc_hh","bikeTheft_hh","burglary_hh","damageAndArson_hh","drugs_hh","other_hh","theft_hh","publicOrder_hh","robbery_hh","shoplifting_hh","theftPerson_hh","vehicleCrime_hh","violence_hh","weapons_hh","totalCrimes_hh","fire_hh","falseAlarm_hh","specialService_hh","totalFires_hh"
"481","SE9 2","SE"," 483 ",162,"0.0179%","0.0109%",2.16049382716049,0.0308641975308642,0.746913580246914,0.876543209876543,0.197530864197531,0.141975308641975,1.18518518518519,0.0432098765432099,0.561728395061728,0.0925925925925926,0.722222222222222,0.0740740740740741,0.858024691358025,2.33333333333333,10.0246913580247,0.290123456790123,0.259259259259259,0.388888888888889,0.938271604938272
"482","N21 2","N"," 9 ",164,"0.0003%","0.0110%",0.573170731707317,0.0304878048780488,0.621951219512195,0.268292682926829,0.0914634146341463,0.0121951219512195,0.310975609756098,0,0.115853658536585,0.0670731707317073,0.0304878048780488,0.0182926829268293,0.682926829268293,0.591463414634146,3.41463414634146,0.0609756097560976,0.213414634146341,0.121951219512195,0.396341463414634
"483","NW3 1","NW"," 9 ",164,"0.0003%","0.0110%",0.414634146341463,0.0853658536585366,0.365853658536585,0.140243902439024,0.0182926829268293,0.0548780487804878,0.524390243902439,0.00609756097560976,0.121951219512195,0.164634146341463,0.560975609756098,0.371951219512195,0.652439024390244,0.609756097560976,4.09146341463415,0.0731707317073171,0.451219512195122,0.140243902439024,0.664634146341463
"484","NW7 2","NW"," 73 ",164,"0.0027%","0.0110%",1.05487804878049,0.0304878048780488,0.658536585365854,0.25,0.115853658536585,0.0548780487804878,0.780487804878049,0.024390243902439,0.310975609756098,0.134146341463415,0.103658536585366,0.109756097560976,1.1219512195122,1.03658536585366,5.78658536585366,0.0914634146341463,0.384146341463415,0.231707317073171,0.707317073170732
"485","SE16 4","SE"," 301 ",164,"0.0111%","0.0110%",2.00609756097561,0.50609756097561,0.951219512195122,0.707317073170732,0.518292682926829,0.0914634146341463,0.890243902439024,0.121951219512195,0.579268292682927,0.573170731707317,0.128048780487805,0.658536585365854,0.939024390243902,2.61585365853659,11.2865853658537,0.26219512195122,0.908536585365854,0.432926829268293,1.60365853658537
"486","NW4 4","NW"," 27 ",166,"0.0010%","0.0111%",1.37349397590361,0.0903614457831325,0.795180722891566,0.343373493975904,0.13855421686747,0.072289156626506,0.596385542168675,0.0180722891566265,0.27710843373494,0.114457831325301,0.0481927710843374,0.114457831325301,0.686746987951807,1.57228915662651,6.24096385542169,0.108433734939759,0.289156626506024,0.313253012048193,0.710843373493976
"487","N12 9","N"," 55 ",165,"0.0020%","0.0111%",2.11515151515152,0.0424242424242424,0.63030303030303,0.387878787878788,0.103030303030303,0.0606060606060606,0.739393939393939,0.0484848484848485,0.303030303030303,0.242424242424242,0.648484848484848,0.339393939393939,0.824242424242424,1.63636363636364,8.12121212121212,0.181818181818182,0.266666666666667,0.224242424242424,0.672727272727273
"488","N3 2","N"," 55 ",166,"0.0020%","0.0111%",1.57831325301205,0.0421686746987952,0.783132530120482,0.55421686746988,0.0903614457831325,0.0301204819277108,0.512048192771084,0.0481927710843374,0.481927710843373,0.156626506024096,0.13855421686747,0.120481927710843,0.783132530120482,1.43975903614458,6.75903614457831,0.156626506024096,0.457831325301205,0.325301204819277,0.939759036144578
"489","N22 6","N"," 137 ",166,"0.0051%","0.0111%",4.17469879518072,0.427710843373494,1.33734939759036,1.2289156626506,1.02409638554217,0.271084337349398,5.06024096385542,0.22289156626506,1.40963855421687,0.91566265060241,2.97590361445783,3.3433734939759,2.01807228915663,6.09638554216868,30.5060240963855,0.439759036144578,0.789156626506024,0.578313253012048,1.80722891566265
"490","N15 4","N"," 237 ",165,"0.0088%","0.0111%",4.24848484848485,0.345454545454545,0.945454545454545,1.1030303030303,0.63030303030303,0.115151515151515,1.27272727272727,0.133333333333333,0.975757575757576,1.32727272727273,1.24242424242424,0.76969696969697,1.45454545454545,4.39393939393939,18.9575757575758,0.557575757575758,0.957575757575758,0.521212121212121,2.03636363636364
"491","SE3 7","SE"," 301 ",165,"0.0111%","0.0111%",1.12727272727273,0.103030303030303,0.781818181818182,0.587878787878788,0.151515151515152,0.0363636363636364,1.01818181818182,0.0909090909090909,0.333333333333333,0.139393939393939,0.296969696969697,0.127272727272727,1.50909090909091,1.31515151515152,7.61818181818182,0.109090909090909,0.375757575757576,0.254545454545455,0.739393939393939
"492","SE16 2","SE"," 310 ",165,"0.0115%","0.0111%",2.47878787878788,0.442424242424242,0.696969696969697,0.642424242424242,0.424242424242424,0.139393939393939,1.43030303030303,0.121212121212121,0.551515151515152,0.575757575757576,0.351515151515152,0.393939393939394,0.896969696969697,2.75151515151515,11.8969696969697,0.218181818181818,0.684848484848485,0.733333333333333,1.63636363636364
"493","N7 0","N"," 328 ",166,"0.0121%","0.0111%",3.15060240963855,0.210843373493976,1.07831325301205,0.58433734939759,0.319277108433735,0.0542168674698795,0.746987951807229,0.0602409638554217,0.469879518072289,0.5,0.0481927710843374,0.843373493975904,1.19277108433735,2.18674698795181,11.4457831325301,0.265060240963855,0.692771084337349,0.602409638554217,1.56024096385542
"494","SE19 1","SE"," 474 ",166,"0.0175%","0.0111%",2.72289156626506,0.0662650602409639,0.885542168674699,0.933734939759036,0.373493975903614,0.0481927710843374,1.29518072289157,0.0783132530120482,0.674698795180723,0.385542168674699,0.44578313253012,0.156626506024096,1.01204819277108,2.53012048192771,11.6084337349398,0.216867469879518,0.367469879518072,0.506024096385542,1.09036144578313
"495","NW2 5","NW"," 36 ",169,"0.0013%","0.0113%",1.68047337278107,0.0473372781065089,0.834319526627219,0.414201183431953,0.497041420118343,0.0946745562130177,0.946745562130177,0.029585798816568,0.313609467455621,0.189349112426035,0.0532544378698225,0.0828402366863905,0.923076923076923,1.70414201183432,7.81065088757396,0.177514792899408,0.733727810650888,0.331360946745562,1.24260355029586
"496","E12 5","E"," 200 ",168,"0.0074%","0.0113%",4.36904761904762,0.125,1.04166666666667,0.904761904761905,0.779761904761905,0.208333333333333,2.22619047619048,0.142857142857143,0.56547619047619,0.630952380952381,0.30952380952381,0.333333333333333,3.36904761904762,4.17261904761905,19.1785714285714,0.386904761904762,0.529761904761905,0.553571428571429,1.4702380952381
"497","SW18 4","SW"," 219 ",168,"0.0081%","0.0113%",3.28571428571429,1.01785714285714,0.994047619047619,1.02380952380952,0.80952380952381,0.273809523809524,1.6547619047619,0.113095238095238,0.916666666666667,0.488095238095238,2.11309523809524,0.410714285714286,1.63690476190476,3.625,18.3630952380952,0.267857142857143,0.797619047619048,0.43452380952381,1.5
"498","E15 1","E"," 301 ",169,"0.0111%","0.0113%",5.66272189349112,0.911242603550296,1.41420118343195,1.31360946745562,2.07692307692308,0.431952662721893,6.57396449704142,0.431952662721893,1.76923076923077,2.49704142011834,8.59763313609468,4.57988165680473,2.12426035502959,8.16568047337278,46.5502958579882,0.355029585798817,0.763313609467456,0.650887573964497,1.76923076923077
"499","E2 0","E"," 337 ",169,"0.0125%","0.0113%",5.80473372781065,0.964497041420118,1.09467455621302,1.17159763313609,0.769230769230769,0.159763313609467,1.23668639053254,0.136094674556213,1.47337278106509,0.727810650887574,0.857988165680473,0.514792899408284,1.30769230769231,3.71597633136095,19.9349112426036,0.42603550295858,0.532544378698225,0.739644970414201,1.69822485207101
"500","W4 5","W"," 401 ",168,"0.0148%","0.0113%",1.4047619047619,0.380952380952381,0.803571428571429,0.5,0.172619047619048,0.0833333333333333,1.07142857142857,0.00595238095238095,0.351190476190476,0.279761904761905,0.553571428571429,0.119047619047619,1.91666666666667,1.19642857142857,8.83928571428571,0.119047619047619,0.577380952380952,0.130952380952381,0.827380952380952
"501","SE19 2","SE"," 419 ",169,"0.0155%","0.0113%",1.36686390532544,0.0532544378698225,0.781065088757396,0.443786982248521,0.159763313609467,0.0769230769230769,0.408284023668639,0.0710059171597633,0.349112426035503,0.171597633136095,0.165680473372781,0.0946745562130177,1.06508875739645,1.63313609467456,6.84023668639053,0.124260355029586,0.254437869822485,0.272189349112426,0.650887573964497
"502","E17 6","E"," 456 ",169,"0.0169%","0.0113%",4.05917159763314,0.266272189349112,0.958579881656805,0.988165680473373,0.479289940828402,0.118343195266272,0.940828402366864,0.124260355029586,0.42603550295858,0.674556213017751,0.224852071005917,0.550295857988166,1.42603550295858,3.51479289940828,14.7514792899408,0.319526627218935,0.745562130177515,0.355029585798817,1.42011834319527
"503","SW12 9","SW"," 565 ",168,"0.0209%","0.0113%",2.88690476190476,0.571428571428571,1.51190476190476,0.779761904761905,0.148809523809524,0.0595238095238095,2.01190476190476,0.0595238095238095,0.416666666666667,0.321428571428571,0.797619047619048,0.363095238095238,1.16071428571429,1.98809523809524,13.077380952381,0.208333333333333,0.410714285714286,0.380952380952381,1
"504","SW6 3","SW"," 46 ",170,"0.0017%","0.0114%",0.705882352941177,0.182352941176471,0.594117647058824,0.305882352941176,0.135294117647059,0.0470588235294118,0.352941176470588,0.00588235294117647,0.164705882352941,0.158823529411765,0.0764705882352941,0.0411764705882353,1.28235294117647,0.9,4.95294117647059,0.0411764705882353,0.452941176470588,0.2,0.694117647058824
"505","W6 9","W"," 64 ",170,"0.0024%","0.0114%",5.21764705882353,1.19411764705882,1.19411764705882,0.994117647058824,0.552941176470588,0.194117647058824,2.84117647058824,0.182352941176471,1.45294117647059,0.694117647058824,2.66470588235294,0.9,3.36470588235294,4.08235294117647,25.5294117647059,0.2,0.929411764705882,0.570588235294118,1.7
"506","E6 5","E"," 146 ",170,"0.0054%","0.0114%",2.68235294117647,0.252941176470588,0.570588235294118,0.894117647058824,0.488235294117647,0.158823529411765,0.935294117647059,0.0941176470588235,0.517647058823529,0.694117647058824,0.176470588235294,0.305882352941176,1.85882352941176,3.02352941176471,12.6529411764706,0.394117647058824,0.464705882352941,0.235294117647059,1.09411764705882
"507","N1 4","N"," 155 ",170,"0.0057%","0.0114%",1.54117647058824,0.205882352941176,0.758823529411765,0.464705882352941,0.2,0.0352941176470588,0.523529411764706,0.0470588235294118,0.294117647058824,0.341176470588235,0.0235294117647059,0.741176470588235,0.923529411764706,1.51764705882353,7.61764705882353,0.123529411764706,0.282352941176471,0.264705882352941,0.670588235294118
"508","W5 1","W"," 219 ",170,"0.0081%","0.0114%",1.34117647058824,0.111764705882353,0.776470588235294,0.429411764705882,0.111764705882353,0.0588235294117647,0.376470588235294,0.0176470588235294,0.323529411764706,0.0705882352941176,0.258823529411765,0.0941176470588235,0.876470588235294,1.12941176470588,5.97647058823529,0.141176470588235,0.323529411764706,0.247058823529412,0.711764705882353
"509","SE3 9","SE"," 246 ",170,"0.0091%","0.0114%",0.947058823529412,0.0823529411764706,0.829411764705882,0.405882352941176,0.152941176470588,0.0529411764705882,0.511764705882353,0.0176470588235294,0.2,0.111764705882353,0.229411764705882,0.0882352941176471,0.694117647058824,1.02941176470588,5.35294117647059,0.141176470588235,0.352941176470588,0.211764705882353,0.705882352941177
"510","NW11 7","NW"," 18 ",171,"0.0007%","0.0115%",1.61988304093567,0.0467836257309941,0.421052631578947,0.228070175438596,0.0760233918128655,0.0292397660818713,0.654970760233918,0.0116959064327485,0.298245614035088,0.0818713450292398,0.128654970760234,0.175438596491228,0.584795321637427,0.871345029239766,5.2280701754386,0.128654970760234,0.421052631578947,0.169590643274854,0.719298245614035
"511","N17 0","N"," 73 ",171,"0.0027%","0.0115%",4.07017543859649,0.12280701754386,1.11695906432749,1.33333333333333,0.859649122807018,0.181286549707602,1.26315789473684,0.192982456140351,0.87719298245614,0.847953216374269,0.649122807017544,0.333333333333333,2.23976608187135,4.54385964912281,18.6315789473684,0.35672514619883,0.777777777777778,0.64327485380117,1.77777777777778
"512","E13 8","E"," 128 ",171,"0.0047%","0.0115%",4.2280701754386,0.304093567251462,1.04678362573099,1.64912280701754,0.625730994152047,0.105263157894737,1.45614035087719,0.146198830409357,1.0233918128655,0.719298245614035,0.491228070175439,0.444444444444444,2.94152046783626,5.4327485380117,20.6140350877193,0.502923976608187,0.660818713450292,0.672514619883041,1.83625730994152
"513","W9 3","W"," 155 ",172,"0.0057%","0.0115%",5.08139534883721,0.296511627906977,1.15697674418605,0.866279069767442,0.633720930232558,0.11046511627907,0.802325581395349,0.162790697674419,0.802325581395349,0.488372093023256,0.476744186046512,0.244186046511628,1.02906976744186,3.41279069767442,15.5639534883721,0.244186046511628,0.924418604651163,0.691860465116279,1.86046511627907
"514","N16 7","N"," 200 ",172,"0.0074%","0.0115%",3.43023255813953,0.401162790697674,0.906976744186046,0.622093023255814,0.47093023255814,0.063953488372093,1.09883720930233,0.104651162790698,0.738372093023256,0.395348837209302,0.854651162790698,0.598837209302326,0.808139534883721,2.66279069767442,13.156976744186,0.232558139534884,0.546511627906977,0.505813953488372,1.28488372093023
"515","SW14 8","SW"," 246 ",172,"0.0091%","0.0115%",0.755813953488372,0.25,0.552325581395349,0.343023255813953,0.0290697674418605,0.00581395348837209,0.401162790697674,0.0174418604651163,0.174418604651163,0.133720930232558,0.168604651162791,0.0523255813953488,1.04651162790698,0.656976744186046,4.58720930232558,0.0174418604651163,0.348837209302326,0.13953488372093,0.505813953488372
"516","E13 0","E"," 255 ",172,"0.0094%","0.0115%",2.72093023255814,0.122093023255814,0.866279069767442,0.848837209302326,0.47093023255814,0.156976744186047,1.23837209302326,0.0348837209302326,0.488372093023256,0.970930232558139,1.48255813953488,0.645348837209302,1.42441860465116,3.6453488372093,15.1162790697674,0.267441860465116,0.395348837209302,0.453488372093023,1.11627906976744
"517","N1 5","N"," 273 ",172,"0.0101%","0.0115%",2.87209302325581,0.645348837209302,1.12790697674419,0.598837209302326,0.354651162790698,0.0697674418604651,0.88953488372093,0.0465116279069767,0.529069767441861,0.558139534883721,0.0988372093023256,1.59302325581395,1.42441860465116,2.52906976744186,13.3372093023256,0.244186046511628,0.476744186046512,0.581395348837209,1.30232558139535
"518","SE3 8","SE"," 273 ",172,"0.0101%","0.0115%",1.31395348837209,0.0465116279069767,0.744186046511628,0.831395348837209,0.0988372093023256,0.0988372093023256,0.401162790697674,0.0406976744186047,0.38953488372093,0.0930232558139535,0.0232558139534884,0.0290697674418605,1.33720930232558,1.81395348837209,7.26162790697674,0.22093023255814,0.267441860465116,0.226744186046512,0.715116279069767
"519","SE15 2","SE"," 337 ",171,"0.0125%","0.0115%",3.32748538011696,0.204678362573099,1.08771929824561,0.929824561403509,0.736842105263158,0.157894736842105,0.947368421052632,0.175438596491228,0.690058479532164,0.631578947368421,0.292397660818713,0.239766081871345,1.5906432748538,3.39766081871345,14.4093567251462,0.228070175438596,0.730994152046784,0.608187134502924,1.5672514619883
"520","SE17 3","SE"," 337 ",171,"0.0125%","0.0115%",1.83040935672515,0.181286549707602,0.818713450292398,0.929824561403509,1.21637426900585,0.146198830409357,0.742690058479532,0.16374269005848,0.625730994152047,0.432748538011696,0.0760233918128655,0.292397660818713,0.760233918128655,3.06432748538012,11.280701754386,0.251461988304094,0.578947368421053,0.672514619883041,1.50292397660819
"521","SE12 9","SE"," 437 ",171,"0.0162%","0.0115%",1.22222222222222,0.0526315789473684,0.736842105263158,0.502923976608187,0.16374269005848,0.0409356725146199,0.421052631578947,0.0233918128654971,0.309941520467836,0.192982456140351,0.087719298245614,0.0409356725146199,0.777777777777778,1.59649122807018,6.16959064327485,0.216374269005848,0.292397660818713,0.233918128654971,0.742690058479532
"522","SW11 6","SW"," 638 ",171,"0.0236%","0.0115%",0.584795321637427,0.269005847953216,0.543859649122807,0.216374269005848,0.0467836257309941,0.0175438596491228,0.467836257309941,0.0116959064327485,0.146198830409357,0.228070175438596,0.198830409356725,0.0818713450292398,1.67251461988304,0.608187134502924,5.09356725146199,0.064327485380117,0.280701754385965,0.105263157894737,0.450292397660819
"523","N3 3","N"," 27 ",173,"0.0010%","0.0116%",0.76878612716763,0.023121387283237,0.832369942196532,0.15028901734104,0.121387283236994,0.0346820809248555,0.254335260115607,0,0.15028901734104,0.0635838150289017,0.0346820809248555,0.046242774566474,0.861271676300578,0.630057803468208,3.97109826589595,0.127167630057803,0.138728323699422,0.225433526011561,0.491329479768786
"524","N15 6","N"," 128 ",173,"0.0047%","0.0116%",2.8728323699422,0.184971098265896,0.872832369942196,1.01156069364162,0.46242774566474,0.109826589595376,1.07514450867052,0.0809248554913295,0.710982658959538,0.676300578034682,0.069364161849711,0.560693641618497,1.8728323699422,3.24277456647399,13.8034682080925,0.30635838150289,0.658959537572254,0.497109826589595,1.46242774566474
"525","SW8 2","SW"," 374 ",173,"0.0138%","0.0116%",2.02890173410405,0.225433526011561,0.549132947976879,0.421965317919075,0.433526011560694,0.069364161849711,0.554913294797688,0.144508670520231,0.341040462427746,0.202312138728324,0.289017341040462,0.115606936416185,0.647398843930636,1.75722543352601,7.78034682080925,0.179190751445087,0.358381502890173,0.53757225433526,1.07514450867052
